sample_id,question,ground_truth,baseline_answer,corrected_answer,baseline_correct,corrected_correct,flip_to_correct,n_claims,n_claims_supported,n_claims_contradicted,n_claims_uncertain,intervened,intervention_score,used_fallback
2135,Is there a fire hydrant in the image?,yes,"Yes, there is a fire hydrant in the image.","Yes, there is a fire hydrant in the image.",True,True,0,5,0,2,3,1,0.454,0
88,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,10,2,2,6,1,0.33399999999999996,0
1319,Is there a chair in the image?,yes,"No, there is no chair visible in the image.",Yes,False,True,1,5,0,2,3,1,0.454,0
1450,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,2,1,2,1,0.266,0
1796,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2605,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,3,1,1,1,0.198,0
890,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,1,2,2,1,0.386,0
1205,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,0,0,5,1,0.35,0
724,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,0,1,4,1,0.402,0
1048,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,5,1,1,3,1,0.334,0
1384,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,1,3,1,0.334,0
2930,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,0,1,4,1,0.402,0
1793,Is there a car in the image?,yes,"No, there is no clear indication of a car in the image.","Yes, there is a car in the image.",False,True,1,5,1,3,1,1,0.438,0
691,Is there a tv in the image?,yes,"Yes, there is a TV in the image.","Yes, there is a TV in the image.",True,True,0,5,0,2,3,1,0.454,0
1751,Is there a dining table in the image?,yes,"No, there is no dining table in the image.",No,False,False,0,5,0,3,2,1,0.506,0
2274,Is there a chair in the image?,no,"No, there is no chair in the image.",No,True,True,0,5,2,1,2,1,0.266,0
1437,Is there a scissors in the image?,yes,"No, there are no scissors in the image.",No,False,False,0,5,0,1,4,1,0.402,0
1587,Is there a couch in the image?,yes,"Yes, there is a couch in the image.","Yes, there is a couch in the image.",True,True,0,5,0,1,4,1,0.402,0
709,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,1,0,4,1,0.28200000000000003,0
2502,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,1,3,1,0.334,0
244,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,5,0,1,4,1,0.402,0
993,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,0,2,3,1,0.454,0
1973,Is there a truck in the image?,yes,"Yes, there is a truck in the image.","Yes, there is a truck in the image.",True,True,0,5,1,2,2,1,0.386,0
1971,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,0,0,5,1,0.35,0
2729,Is there a boat in the image?,yes,"No, there is no boat in the image.",No,False,False,0,5,0,2,3,1,0.454,0
1819,Is there a clock in the image?,yes,"No, there is no clock in the image.",No,False,False,0,5,0,0,5,1,0.35,0
979,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,1,1,3,1,0.334,0
958,Is there a car in the image?,no,"No, there is no car in the image.","No, there is no car in the image.",True,True,0,5,3,0,2,0,0.146,0
2916,Is there a spoon in the image?,no,"No, there is no spoon in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
1506,Is there a cake in the image?,no,"No, there is no cake in the image.",No,True,True,0,5,0,0,5,1,0.35,0
535,Is there a sink in the image?,yes,"Yes, there is a sink in the image.","Yes, there is a sink in the image.",True,True,0,5,1,1,3,1,0.334,0
252,Is there a chair in the image?,no,"No, there is no chair in the image.",No,True,True,0,5,0,2,3,1,0.454,0
2757,Is there a bottle in the image?,yes,"Yes, there is a bottle in the image.","Yes, there is a bottle in the image.",True,True,0,5,1,1,3,1,0.334,0
1053,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes,True,True,0,5,1,0,4,1,0.28200000000000003,0
2505,Is there a handbag in the image?,yes,"No, there is no handbag in the image.",No,False,False,0,5,0,1,4,1,0.402,0
1232,Is there a potted plant in the image?,no,"Yes, there is a potted plant in the image.",No,False,True,1,5,1,1,3,1,0.334,0
541,Is there a truck in the image?,yes,"No, there is no truck in the image.",No,False,False,0,5,2,1,2,1,0.266,0
1777,Is there a truck in the image?,yes,"Yes, there is a truck in the image.","Yes, there is a truck in the image.",True,True,0,5,0,3,2,1,0.506,0
2148,Is there a handbag in the image?,no,"Yes, there is a handbag in the image.",Yes,False,False,0,5,0,0,5,1,0.35,0
1536,Is there a cup in the image?,no,"No, there is no cup in the image.",No,True,True,0,5,0,1,4,1,0.402,0
843,Is there a chair in the image?,yes,"No, there is no chair in the image.",No,False,False,0,5,2,0,3,1,0.214,0
2641,Is there a tv in the image?,yes,"Yes, there is a TV in the image.","Yes, there is a TV in the image.",True,True,0,5,0,1,4,1,0.402,0
538,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,1,3,1,0.334,0
22,Is there a vase in the image?,no,"No, there is no vase in the image.",No,True,True,0,5,0,1,4,1,0.402,0
1444,Is there a mouse in the image?,no,"No, there is no mouse in the image.",No,True,True,0,5,0,0,5,1,0.35,0
201,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,0,0,5,1,0.35,0
763,Is there a toaster in the image?,yes,"No, there is no toaster in the image; it appears to be a toaster oven.",No,False,False,0,5,0,4,1,1,0.558,0
288,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,0,0,5,1,0.35,0
795,Is there a cat in the image?,yes,"Yes, there is a cat in the image.",Yes.,True,True,0,5,1,0,4,1,0.28200000000000003,0
2323,Is there a vase in the image?,yes,"Yes, there is a vase in the image.","Yes, there is a vase in the image.",True,True,0,5,0,1,4,1,0.402,0
2133,Is there a bus in the image?,yes,"Yes, there is a bus in the image.","Yes, there is a bus in the image.",True,True,0,5,0,1,4,1,0.402,0
385,Is there a spoon in the image?,yes,"Yes, there is a spoon in the image.",Yes,True,True,0,5,1,2,2,1,0.386,0
1491,Is there a backpack in the image?,yes,"Yes, there is a backpack in the image.","Yes, there is a backpack in the image.",True,True,0,5,1,0,4,1,0.28200000000000003,0
827,Is there a sports ball in the image?,yes,"Yes, there is a sports ball in the image.",Yes,True,True,0,5,0,2,3,1,0.454,0
367,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes,True,True,0,5,1,0,4,1,0.28200000000000003,0
1268,Is there a traffic light in the image?,no,"No, there is no traffic light in the image.",No,True,True,0,5,0,1,4,1,0.402,0
650,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
1677,Is there a clock in the image?,yes,"No, there is no clock in the image.",No,False,False,0,5,0,1,4,1,0.402,0
2597,Is there a cell phone in the image?,yes,"Yes, there is a cell phone in the image.","Yes, there is a cell phone.",True,True,0,5,0,0,5,1,0.35,0
1932,Is there a spoon in the image?,no,"No, there is no spoon in the image.",No,True,True,0,5,0,0,5,1,0.35,0
1728,Is there a vase in the image?,no,"No, there is no vase in the image.",No,True,True,0,5,1,1,3,1,0.334,0
431,Is there a tennis racket in the image?,yes,"Yes, there is a tennis racket in the image.","Yes, there is a tennis racket in the image.",True,True,0,5,1,1,3,1,0.334,0
610,Is there a bus in the image?,no,"No, there is no bus in the image.",No,True,True,0,5,0,0,5,1,0.35,0
46,Is there a book in the image?,no,"No, there is no book in the image.",No,True,True,0,5,2,0,3,1,0.214,0
594,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,5,1,3,1,1,0.438,0
1408,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2642,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,2,2,1,0.386,0
401,Is there a couch in the image?,yes,"Yes, there is a couch in the image.","Yes, there is a couch in the image.",True,True,0,5,0,4,1,1,0.558,0
1473,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,0,0,5,1,0.35,0
2446,Is there a cup in the image?,no,"No, there is no cup in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2409,Is there a fork in the image?,yes,"Yes, there is a fork in the image.","Yes, there is a fork in the image.",True,True,0,5,3,0,2,0,0.146,0
1470,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,0,1,4,1,0.402,0
1108,Is there a tennis racket in the image?,no,"No, there is no tennis racket in the image.",No,True,True,0,5,1,1,3,1,0.334,0
533,Is there a clock in the image?,yes,"No, there is no clock in the image.",No,False,False,0,5,0,1,4,1,0.402,0
2640,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,2,1,2,1,0.266,0
1135,Is there a chair in the image?,yes,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",True,True,0,5,1,0,4,1,0.28200000000000003,0
2612,Is there a handbag in the image?,no,"No, there is no handbag in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
477,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes,True,True,0,5,1,1,3,1,0.334,0
2164,Is there a baseball glove in the image?,no,"No, there is no baseball glove in the image.",No,True,True,0,5,1,1,3,1,0.334,0
37,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,0,1,4,1,0.402,0
1237,Is there a person in the image?,yes,"Yes, there are people in the image.",Yes.,True,True,0,5,1,0,4,1,0.28200000000000003,0
2507,Is there a bicycle in the image?,yes,"No, there is no bicycle in the image.",No,False,False,0,5,0,2,3,1,0.454,0
183,Is there a bicycle in the image?,yes,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",True,True,0,5,4,0,1,0,0.078,0
2865,Is there a sports ball in the image?,yes,"Yes, there is a sports ball in the image.","Yes, there is a sports ball in the image.",True,True,0,5,0,0,5,1,0.35,0
350,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
447,Is there a clock in the image?,yes,"No, there is no clock in the image.","Yes, there is a clock.",False,True,1,5,0,3,2,1,0.506,0
1942,Is there a knife in the image?,no,"No, there is no knife in the image.",No,True,True,0,5,0,2,3,1,0.454,0
2242,Is there a couch in the image?,no,"No, there is no couch in the image.",No,True,True,0,5,1,2,2,1,0.386,0
2301,Is there a sports ball in the image?,yes,"Yes, there is a sports ball in the image.","Yes, there is a sports ball in the image.",True,True,0,5,0,1,4,1,0.402,0
1,Is there a snowboard in the image?,yes,"Yes, there is a snowboard in the image.","Yes, there is a snowboard in the image.",True,True,0,5,2,1,2,1,0.266,0
832,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,2,2,1,0.386,0
1519,Is there a potted plant in the image?,yes,"No, there is no potted plant in the image.",No,False,False,0,5,2,0,3,1,0.214,0
1967,Is there a dining table in the image?,yes,"Yes, there is a dining table in the image.","Yes, there appears to be a dining table.",True,True,0,5,0,2,3,1,0.454,0
1259,Is there a skis in the image?,yes,"Yes, there are skis in the image.","Yes, there are skis in the image.",True,True,0,5,2,0,3,1,0.214,0
2480,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,6,0,1,5,1,0.3933333333333333,0
2097,Is there a train in the image?,yes,"Yes, there is a train in the image.","Yes, there is a train in the image.",True,True,0,5,2,0,3,1,0.214,0
2481,Is there a cup in the image?,yes,"No, there is no cup in the image.","Yes, there is a cup.",False,True,1,5,0,0,5,1,0.35,0
2369,Is there an oven in the image?,yes,"Yes, there is an oven in the image.","Yes, there is an oven in the image.",True,True,0,5,0,1,4,1,0.402,0
1148,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2593,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,6,1,0,5,1,0.29333333333333333,0
320,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,3,1,1,1,0.198,0
1063,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,1,0,4,1,0.28200000000000003,0
65,Is there a bottle in the image?,yes,"Yes, there are bottles in the image.","Yes, there is a bottle in the image.",True,True,0,5,0,1,4,1,0.402,0
1055,Is there a couch in the image?,yes,"No, there is no couch in the image.",No,False,False,0,5,2,1,2,1,0.266,0
2820,Is there a tennis racket in the image?,no,"No, there is no tennis racket in the image.",No,True,True,0,5,1,1,3,1,0.334,0
1503,Is there a dining table in the image?,yes,"Yes, there is a dining table in the image.","Yes, there is a dining table in the image.",True,True,0,5,0,3,2,1,0.506,0
2157,Is there a bus in the image?,yes,"Yes, there is a bus in the image.","Yes, there is a bus in the image.",True,True,0,5,0,3,2,1,0.506,0
2057,Is there a bottle in the image?,yes,"Yes, there is a bottle in the image.",No,True,False,0,5,1,2,2,1,0.386,0
266,Is there a traffic light in the image?,no,"No, there is no traffic light in the image.",No,True,True,0,5,0,1,4,1,0.402,0
1428,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,2,0,3,1,0.214,0
2889,Is there a person in the image?,yes,"Yes, there are people in the image.",Yes.,True,True,0,5,0,1,4,1,0.402,0
1462,Is there a bicycle in the image?,no,"No, there is no bicycle in the image.","No, there is no bicycle in the image.",True,True,0,5,3,0,2,0,0.146,0
1832,Is there a bottle in the image?,no,"No, there is no bottle in the image.","Yes, there is a bottle.",True,False,0,5,1,2,2,1,0.386,0
2396,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2084,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,0,1,4,1,0.402,0
2843,Is there a sports ball in the image?,yes,"No, there is no sports ball visible in the image.",No,False,False,0,5,0,2,3,1,0.454,0
2306,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,1,3,1,0.334,0
2850,Is there a bowl in the image?,no,"No, there is no bowl in the image.",No,True,True,0,5,3,1,1,1,0.198,0
1210,Is there a dining table in the image?,no,"Yes, there is a dining table in the image.","Yes, there is a dining table in the image.",False,False,0,5,1,2,2,1,0.386,0
2043,Is there a bench in the image?,yes,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",True,True,0,5,0,0,5,1,0.35,0
1343,Is there a suitcase in the image?,yes,"Yes, there is a suitcase in the image.","Yes, there is a suitcase in the image.",True,True,0,5,1,1,3,1,0.334,0
2500,Is there a book in the image?,no,"No, there is no book in the image.",No,True,True,0,5,1,1,3,1,0.334,0
1072,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,2,2,1,0.386,0
1660,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,1,3,1,0.334,0
1875,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,2,0,3,1,0.214,0
2293,Is there a wine glass in the image?,yes,"Yes, there is a wine glass in the image.",Yes,True,True,0,5,0,0,5,1,0.35,0
2098,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,5,2,0,3,1,0.214,0
347,Is there a backpack in the image?,yes,"Yes, there is a backpack in the image.","Yes, there is a backpack in the image.",True,True,0,5,2,0,3,1,0.214,0
1380,Is there a cup in the image?,no,"No, there is no cup in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2912,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,1,3,1,0.334,0
2880,Is there a chair in the image?,no,"No, there is no chair in the image.",No,True,True,0,5,0,1,4,1,0.402,0
1111,Is there a truck in the image?,yes,"Based on the partial view, it is possible that there is a truck in the image, but the evidence is not conclusive.","Yes, there is a truck in the image.",False,True,1,5,0,2,3,1,0.454,0
146,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,2,2,1,1,0.318,0
534,Is there a chair in the image?,no,"Yes, there is a chair in the image.",No,False,True,1,5,1,0,4,1,0.28200000000000003,0
2268,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,2,2,1,0.386,0
2625,Is there a teddy bear in the image?,yes,"Yes, there is a teddy bear in the image.","Yes, there is a teddy bear in the image.",True,True,0,5,0,1,4,1,0.402,0
2194,Is there a chair in the image?,no,"No, there is no chair in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
692,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,0,3,2,1,0.506,0
1253,Is there a sandwich in the image?,yes,"No, there is not a sandwich in the image; it is a hot dog.","No, there is not a sandwich in the image; it is a hot dog.",False,False,0,5,4,1,0,0,0.13,0
2617,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,0,1,4,1,0.402,0
2630,Is there a chair in the image?,no,"Yes, there are chairs in the image.",No,False,True,1,5,0,1,4,1,0.402,0
888,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,5,0,2,3,1,0.454,0
1076,Is there an orange in the image?,no,"No, there is no orange in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
184,Is there a motorcycle in the image?,no,"No, there is no motorcycle in the image.",No,True,True,0,5,2,1,2,1,0.266,0
2079,Is there a broccoli in the image?,yes,"No, there is no broccoli in the image.",No,False,False,0,10,3,4,3,1,0.3519999999999999,0
1540,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,1,2,2,1,0.386,0
846,Is there a book in the image?,no,"No, there is no book in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
1744,Is there a frisbee in the image?,no,"No, there is no frisbee in the image.",No,True,True,0,5,0,1,4,1,0.402,0
2570,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,1,3,1,0.334,0
1114,Is there a cup in the image?,no,"No, there is no cup in the image.",No,True,True,0,5,0,2,3,1,0.454,0
714,Is there a truck in the image?,no,"No, there is no truck in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2599,Is there a vase in the image?,yes,"Yes, there is a vase in the image.",No,True,False,0,5,0,3,2,1,0.506,0
2296,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,1,1,3,1,0.334,0
2781,Is there a couch in the image?,yes,"Based on the visible part of the furniture, it appears to be a couch, but we cannot be certain without seeing the entire piece.","Yes, there is a couch in the image.",False,True,1,5,1,0,4,1,0.28200000000000003,0
2975,Is there a tennis racket in the image?,yes,"Yes, there is a tennis racket in the image.","Yes, there is a tennis racket in the image.",True,True,0,5,0,2,3,1,0.454,0
26,Is there a bus in the image?,no,"No, there is no bus in the image.",No,True,True,0,5,1,2,2,1,0.386,0
775,Is there a handbag in the image?,yes,"Yes, there is a handbag in the image.","Yes, there is a handbag in the image.",True,True,0,5,1,1,3,1,0.334,0
2926,Is there a chair in the image?,no,"No, there is no chair in the image.",No,True,True,0,5,0,0,5,1,0.35,0
1179,Is there a bed in the image?,yes,"No, there is no bed in the image.",No,False,False,0,5,1,0,4,1,0.28200000000000003,0
467,Is there a scissors in the image?,yes,"Yes, there is a scissors in the image.","Yes, there is a scissors in the image.",True,True,0,5,3,0,2,0,0.146,0
913,Is there a sink in the image?,yes,"Yes, there is a sink in the image.","Yes, there is a sink in the image.",True,True,0,5,0,2,3,1,0.454,0
1167,Is there a spoon in the image?,yes,"No, there is no spoon in the image.",No,False,False,0,5,0,3,2,1,0.506,0
1123,Is there a bowl in the image?,yes,"Yes, there is a bowl in the image.",Yes,True,True,0,5,1,3,1,1,0.438,0
853,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,0,1,4,1,0.402,0
1458,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,2,3,0,1,0.37,0
2041,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes.,True,True,0,5,0,2,3,1,0.454,0
1047,Is there a train in the image?,yes,"Yes, there is a train in the image.","Yes, there is a train in the image.",True,True,0,0,0,0,0,0,0.0,0
73,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,0,2,3,1,0.454,0
83,Is there a hot dog in the image?,yes,"No, there is no hot dog in the image.",No,False,False,0,5,0,4,1,1,0.558,0
2207,Is there a tennis racket in the image?,yes,"Yes, there is a tennis racket in the image.","Yes, there is a tennis racket in the image.",True,True,0,5,1,3,1,1,0.438,0
2692,Is there a cup in the image?,no,"No, there is no cup in the image.",No,True,True,0,5,2,2,1,1,0.318,0
2331,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,5,0,0,5,1,0.35,0
2704,Is there a bicycle in the image?,no,"No, there is no bicycle in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2291,Is there a dining table in the image?,yes,"Yes, there is a dining table in the image.","Yes, there is a dining table in the image.",True,True,0,5,1,1,3,1,0.334,0
2076,Is there a bicycle in the image?,no,"No, there is no bicycle in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2118,Is there a tv in the image?,no,"No, there is no TV in the image.",No,True,True,0,5,0,2,3,1,0.454,0
1608,Is there a bottle in the image?,no,"No, there is no bottle in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2714,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2996,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,0,1,4,1,0.402,0
338,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,0,1,4,1,0.402,0
2670,Is there a handbag in the image?,no,"No, there is no handbag in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2453,Is there a dining table in the image?,yes,"Yes, there is a dining table in the image.",Yes,True,True,0,5,0,0,5,1,0.35,0
1715,Is there a sports ball in the image?,yes,"Yes, there is a sports ball in the image.",Yes,True,True,0,5,0,1,4,1,0.402,0
1955,Is there an apple in the image?,yes,"No, there is no apple in the image.","Yes, there is an apple in the image.",False,True,1,5,1,0,4,1,0.28200000000000003,0
2676,Is there a chair in the image?,no,"No, there is no chair in the image.",No,True,True,0,5,0,0,5,1,0.35,0
2091,Is there a person in the image?,yes,"Yes, there appears to be a person in the image, but they are not clearly visible due to the distance and angle.",Yes,True,True,0,5,1,0,4,1,0.28200000000000003,0
2377,Is there a traffic light in the image?,yes,"No, there is no traffic light in the image.",No,False,False,0,5,1,1,3,1,0.334,0
1537,Is there a sandwich in the image?,yes,"Yes, there is a sandwich in the image.","Yes, there is a sandwich in the image.",True,True,0,5,3,1,1,1,0.19799999999999998,0
2565,Is there a kite in the image?,yes,"Yes, there is a kite in the image.","Yes, there is a kite in the image.",True,True,0,5,0,4,1,1,0.558,0
56,Is there a handbag in the image?,no,"No, there is no handbag in the image.",No,True,True,0,5,1,2,2,1,0.386,0
377,Is there a handbag in the image?,yes,"Yes, there is a handbag in the image.",No,True,False,0,5,0,1,4,1,0.402,0
1561,Is there a person in the image?,yes,"Yes, there is a person in the image.","Yes, there is a person in the image.",True,True,0,0,0,0,0,0,0.0,0
2997,Is there a bowl in the image?,yes,"No, there is no bowl in the image.","Yes, there is a bowl.",False,True,1,5,0,0,5,1,0.35,0
2445,Is there a wine glass in the image?,yes,"Yes, there is a wine glass in the image.","Yes, there is a wine glass in the image.",True,True,0,5,0,1,4,1,0.402,0
2530,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
2026,Is there a traffic light in the image?,no,"No, there is no traffic light in the image.",No,True,True,0,5,1,2,2,1,0.386,0
2156,Is there a car in the image?,no,"No, there is no car in the image.","No, there is no car in the image.",True,True,0,5,5,0,0,0,0.009999999999999998,0
19,Is there a person in the image?,yes,"Yes, there is a person in the image.",Yes,True,True,0,5,1,1,3,1,0.334,0
1126,Is there a person in the image?,no,"No, there is no person in the image.",No,True,True,0,5,2,2,1,1,0.318,0
1595,Is there an elephant in the image?,yes,"Yes, there are elephants in the image.","Yes, there is an elephant in the image.",True,True,0,5,0,1,4,1,0.402,0
2955,Is there a sports ball in the image?,yes,"Yes, there is a sports ball (a tennis ball) in the image, even though it is not directly visible.",No,True,False,0,5,2,0,3,1,0.214,0
1496,Is there a baseball bat in the image?,no,"No, there is no baseball bat in the image.",No,True,True,0,5,1,1,3,1,0.334,0
1574,Is there a dining table in the image?,no,"No, there is no dining table in the image.",No,True,True,0,5,0,1,4,1,0.402,0
826,Is there a car in the image?,no,"No, there is no car in the image.",No,True,True,0,5,0,4,1,1,0.558,0
2837,Is there a cup in the image?,yes,"Yes, there is a cup in the image, specifically the glasses in the background.",Yes,True,True,0,5,0,0,5,1,0.35,0
947,Is there a cake in the image?,yes,"Yes, there is a cake in the image.","Yes, there is a cake in the image.",True,True,0,5,0,2,3,1,0.454,0
