sample_id,question,ground_truth,baseline_answer,corrected_answer,baseline_correct,corrected_correct,flip_to_correct,n_claims,n_claims_supported,n_claims_contradicted,n_claims_uncertain,intervened,intervention_score,used_fallback
08894679,Are there any boxes beside the device to the left of the mat?,yes,"Yes, there appear to be boxes beside the television to the left of the mat.","Yes, there appear to be boxes beside the television to the left of the mat.",True,True,0,5,4,0,1,0,0.078,0
18229012,What is located on top of the white table?,lamp,The white table has a red vase and other small items on it.,Lamp,False,True,1,5,1,0,4,1,0.28200000000000003,0
17459063,Which place is it?,airport,"The image depicts an airport, but the specific location cannot be identified from the provided information.",Runway,True,False,0,5,0,2,3,1,0.454,0
03212804,What does the person wear?,shorts,The person is wearing swim trunks.,The person wears swim trunks.,False,False,0,5,3,0,2,1,0.146,0
13136918,Is the sky both blue and overcast?,no,"No, the sky is not overcast; it is blue.",No,True,True,0,5,2,1,2,1,0.266,0
17853007,Is there any horse or sheep that is not gray?,no,"No, there is no horse or sheep that is not gray in the image.","No, there is no horse or sheep that is not gray in the image.",True,True,0,5,4,0,1,0,0.078,0
09928108,On which side is the umpire?,right,"The umpire is on the right side of the image, relative to the batter.",Right,True,True,0,5,3,0,2,1,0.146,0
05459303,Who is carrying the bag?,lady,Multiple people are carrying bags in the image.,Multiple people are carrying bags in the image.,False,False,0,5,4,0,1,0,0.07799999999999999,0
0376680,Does the woman to the left of the man wear shorts?,yes,"No, the woman to the left of the man does not wear shorts.",No,False,False,0,5,2,1,2,1,0.266,0
0529198,Are there any chairs or computers in this scene?,yes,"Yes, there are chairs and computers in this scene.",Yes,True,True,0,5,2,0,3,1,0.214,0
00397762,What is the player that is to the left of the helmet preparing?,baseball bat,The player to the left of the helmet is preparing to hit the ball.,The player to the left of the helmet is preparing to hit the ball.,False,False,0,5,4,0,1,0,0.07799999999999999,0
10403875,On what kind of furniture is the cat?,table,The cat is sitting on a wooden table.,The cat is on a table.,True,True,0,5,3,0,2,1,0.146,0
16488440,Which kind of appliance is to the left of the lamp?,air conditioner,The appliance to the left of the lamp is a television.,Air conditioner,False,True,1,6,2,0,4,1,0.23666666666666666,0
19494904,Are there both tables and couches in the picture?,yes,"No, there are not both tables and couches in the picture.",Yes,False,True,1,5,2,0,3,1,0.214,0
1864177,"In which part is the person, the top or the bottom?",bottom,The person is in the bottom part of the image.,Bottom,True,True,0,5,2,1,2,1,0.266,0
14275115,Does the chair have a different color than the headband?,yes,"No, the chair does not have the same color as the headband.",Yes,False,True,1,5,3,0,2,1,0.146,0
01763834,What vehicles are in the street?,cars,The vehicles in the street are cars.,Cars,True,True,0,5,2,2,1,1,0.318,0
00283108,What's on the plate?,pizza,The plate has a pizza with pepperoni slices on it.,The plate has a pizza with pepperoni slices on it.,True,True,0,5,4,0,1,0,0.078,0
14816347,Is there any bear in the image?,yes,"Yes, there are bears in the image.",Yes.,True,True,0,5,3,0,2,1,0.146,0
14381909,Is the woman to the right or to the left of the glasses that are to the left of the train?,left,The woman is to the left of the glasses.,Wrong,True,False,0,5,3,0,2,1,0.146,0
13764117,Are there any teddy bears on top of the bed?,no,"No, there are no teddy bears on top of the bed.",No,True,True,0,5,2,0,3,1,0.214,0
09964815,Are there logoes on the oven?,no,"No, there are no logos on the oven. The word ""American"" appears to be part of the brand name rather than a logo.",No,True,True,0,5,3,1,1,1,0.19799999999999998,0
05913845,What kind of furniture is it?,table,The furniture is a table.,Table,True,True,0,5,3,0,2,1,0.146,0
05755315,Are there any green pillows or bridges?,yes,"No, there are no green pillows or bridges in the image.",No,False,False,0,7,3,1,3,1,0.24142857142857138,0
05469399,Is the man with the glasses throwing a ball?,no,"No, the man with the glasses is not throwing a ball. He is holding a frisbee, which is a different type of object.",No,True,True,0,5,2,0,3,1,0.214,0
161036696,Is the patterned curtain behind the dresser open and long?,no,"No, the patterned curtain behind the dresser is not open and long; it is long but closed.","No, the patterned curtain behind the dresser is not open and long; it is long but closed.",True,True,0,5,4,0,1,0,0.07799999999999999,0
1366354,How is the weather?,sunny,The weather appears to be sunny.,Sunny,True,True,0,5,2,2,1,1,0.318,0
16811715,Is the sky clear or foggy?,clear,The sky is clear.,Clear,True,True,0,5,2,2,1,1,0.318,0
10882926,What do the end table and the frame have in common?,material,The end table and the frame both share a common material (wood) and a similar design aesthetic.,The end table and the frame both share a common material (wood) and a similar design aesthetic.,True,True,0,5,5,0,0,0,0.009999999999999998,0
14124503,Are there either trains or trailers in this scene?,no,"No, there are neither trains nor trailers in this scene.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
03962729,Is the white toilet to the right or to the left of the faucet?,right,The white toilet is to the right of the faucet.,The white toilet is to the right of the faucet.,True,True,0,5,4,0,1,0,0.078,0
03635273,What is in the kitchen?,cabinets,"The kitchen contains a stove, cabinets, a sink, and part of a bed in the background.",Apple,True,False,0,5,2,0,3,1,0.214,0
11298977,Is the woman in front of the people using a computer?,no,"No, the woman in front of the people is not using a computer; she seems to be using a smartphone or a similar device.","No, the woman in front of the people is not using a computer; she seems to be using a smartphone or a similar device.",True,True,0,5,4,0,1,0,0.078,0
0866588,Which type of furniture is made of wood?,computer desk,The bed frames are made of wood.,"Bed frame, desk, cabinet, chair, trash can base",False,False,0,5,2,0,3,1,0.214,0
15242425,Of which color is the sky?,dark,"The image does not show the sky, so the color of the sky cannot be determined from this image.",Dark,False,True,1,5,2,2,1,1,0.318,0
07777814,Is the man to the right of the cars wearing a watch?,yes,"No, the man to the right of the cars is not wearing a watch.",No,False,False,0,5,2,1,2,1,0.266,0
01956518,Is the bright sky overcast or sunny?,sunny,The image does not provide enough information to determine if the sky is overcast or sunny.,The image does not provide enough information to determine if the sky is overcast or sunny.,True,True,0,5,4,0,1,0,0.078,0
12171112,"What is this, an oven or a dishwasher?",dishwasher,This is a dishwasher.,Dishwasher,True,True,0,5,0,3,2,1,0.506,0
001009938,Who stands on the skis?,boy,The children in the foreground stand on the skis.,The children in the foreground stand on the skis.,False,False,0,5,4,0,1,0,0.078,0
02325517,Is there a cat or a dog in the photo?,no,"No, there is neither a cat nor a dog in the photo.",No,True,True,0,5,1,1,3,1,0.334,0
131059645,What is the man on?,bench,The man is sitting on a bench.,The man is on a bench.,True,True,0,5,2,0,3,1,0.214,0
02591010,Is the cat healthy?,yes,"Based on the image provided, it is not possible to definitively determine the health status of the cat.",Yes.,False,True,1,5,3,0,2,1,0.146,0
06983021,Who in the picture is eating?,man,The person in the picture is eating.,The person in the picture is eating.,False,False,0,5,4,1,0,0,0.13,0
00222257,Is there a couch to the left of the man the cans are to the right of?,yes,"Yes, there is a couch to the left of the man the cans are to the right of.","Yes, there is a couch to the left of the man the cans are to the right of.",True,True,0,5,4,0,1,0,0.078,0
14524305,What is the brown bear balancing on?,log,The brown bear is balancing on a log.,The brown bear is balancing on a log.,True,True,0,5,4,0,1,0,0.078,0
03150880,What is the net on?,pole,The net is on the fence or barrier that holds the skis and poles.,The net is on the fence or barrier that holds the skis and poles.,True,True,0,0,0,0,0,0,0.0,0
08116986,What is the man walking on?,ground,The man is walking on a rocky beach.,The man is walking on rocks.,False,False,0,5,2,1,2,1,0.266,0
13430682,Do you see onions in this photograph?,no,"Based on the visible parts of the sandwich, it is not possible to definitively say whether there are onions or not.",No,True,True,0,5,0,2,3,1,0.454,0
051058592,What is the color of the tshirt the girl is wearing?,white,The color of the t-shirt the girl is wearing is yellow.,The color of the tshirt the girl is wearing is white.,False,True,1,5,1,0,4,1,0.28200000000000003,0
05111627,Are there ramekins or bottles in the picture?,no,"No, there are no ramekins or bottles in the picture.",No,True,True,0,5,3,0,2,1,0.146,0
11139796,Is the bicycle to the right or to the left of the person that looks blonde?,right,The bicycle is to the right of the person that looks blonde.,Right,True,True,0,5,1,1,3,1,0.334,0
141036087,What is the person holding?,surfboard,The person is holding a surfboard.,The person is holding a surfboard.,True,True,0,10,7,1,2,0,0.13799999999999998,0
171034612,Are there tablecloths or bowls?,no,"No, there are no tablecloths or bowls in the image.",No,True,True,0,5,3,0,2,1,0.146,0
11119089,Is the sauce on top of a pizza slice?,yes,"Yes, the sauce is on top of a pizza slice.",Yes,True,True,0,5,0,2,3,1,0.454,0
01750921,What is the lady wearing?,pants,The lady is wearing a pink jacket and black pants.,The lady is wearing a pink jacket.,True,False,0,5,2,0,3,1,0.214,0
17667821,Who is holding the device that looks gray and silver?,girl,The person in the image is holding the gray and silver device.,The person in the image is holding the device that looks gray and silver.,False,False,0,5,3,1,1,1,0.198,0
04173770,Do the paper and the liquid have a different colors?,yes,"Yes, the paper and the liquid have different colors.",Yes,True,True,0,5,3,0,2,1,0.146,0
1573911,Does the man's hair appear to be black or light brown?,black,The man's hair appears to be black.,Black,True,True,0,5,2,1,2,1,0.266,0
10587792,What is the bottle on?,counter,The bottle is on the countertop.,The bottle is on the countertop.,True,True,0,0,0,0,0,0,0.0,0
13363918,Are there both steam and smoke?,yes,"Yes, there are both steam and smoke in the image.","Yes, there are both steam and smoke in the image.",True,True,0,5,4,0,1,0,0.07799999999999999,0
11354848,Does the jacket have brown color?,yes,"Based on the observation of the dark color of the jacket, it is likely to be either black or dark brown, but not definitively brown. Therefore, the answer cannot be conclusively stated as yes without more specific information about the color.",Yes,True,True,0,5,1,0,4,1,0.28200000000000003,0
11385575,What animal is this child on?,horse,The child is not on any animal; they are standing next to a horse.,The child is not on an animal; they are petting a horse.,True,True,0,5,2,2,1,1,0.318,0
16742353,Are there both chairs and windows in the image?,no,"No, there are no chairs in the image, but there are windows.",No,True,True,0,5,3,0,2,1,0.146,0
07696685,Are there both a chair and a desk in this scene?,yes,"Yes, there are both a chair and a desk in this scene.",Yes,True,True,0,5,1,0,4,1,0.28200000000000003,0
06356032,What is the vehicle to the left of the person that is standing by the fire hydrant?,car,The vehicles to the left of the person standing by the fire hydrant are parked cars.,The vehicle to the left of the person that is standing by the fire hydrant is a dark blue sedan.,True,False,0,5,2,0,3,1,0.214,0
15425887,Which side of the photo is the kid on?,left,The kid is on the left side of the photo.,The kid is on the left side of the photo.,True,True,0,5,4,0,1,0,0.078,0
10660951,Do you see white plates or mugs?,no,"No, I do not see white plates or mugs in the image.",No,True,True,0,5,2,1,2,1,0.266,0
15586374,What is located on top of the bed?,pillow,The items on top of the bed are two decorative pillows and a remote control.,Pillows,True,True,0,5,2,1,2,1,0.266,0
04914252,How long is the blond hair?,short,The blond hair is short.,The blond hair is short.,True,True,0,5,5,0,0,0,0.009999999999999998,0
13425365,On which side is the bicycle?,right,The bicycle is on the right side of the image.,The bicycle is on the right side of the image.,True,True,0,5,4,0,1,0,0.078,0
13226655,On which side of the image is the yellow vegetable?,left,The yellow vegetable is on the right side of the image.,Not present,False,False,0,5,3,2,0,1,0.25,0
19693907,What's the man holding?,fish,The man is holding one end of a string that has colorful flags attached to it.,The man is holding one end of a string that has colorful flags attached to it.,False,False,0,5,4,0,1,0,0.07799999999999999,0
10611191,Is it outdoors?,yes,"Yes, it is outdoors.","Yes, it is outdoors.",True,True,0,5,4,0,1,0,0.078,0
1645076,Are there any blankets?,yes,"Yes, there is a blanket (or quilt) on the bed.",No,True,False,0,5,1,3,1,1,0.438,0
15978167,What's the porch made of?,brick,The porch is made of tiles.,Tiles,False,False,0,5,1,1,3,1,0.334,0
13497067,What is the pepper shaker that is to the left of the mug made of?,plastic,The pepper shaker to the left of the mug is likely made of plastic or glass.,The pepper shaker is made of plastic.,True,True,0,5,3,0,2,1,0.146,0
05433112,Are there either any dream catchers or lamps?,yes,"Yes, there is a lamp in the image.",Lamps,True,False,0,5,3,0,2,1,0.146,0
08297228,Do you think that shirt is red?,yes,"Yes, I think that shirt is red.",Yes.,True,True,0,5,2,0,3,1,0.214,0
18782434,What do the mug and the tablecloth have in common?,color,The mug and the tablecloth are both white.,The mug and the tablecloth are both white.,False,False,0,5,5,0,0,0,0.009999999999999998,0
11524226,Are there either juice boxes or toothbrushes in the scene?,no,"No, there are neither juice boxes nor toothbrushes in the scene.","No, there are neither juice boxes nor toothbrushes in the scene.",True,True,0,8,6,0,2,0,0.095,0
12772816,What is the appliance in the kitchen?,refrigerator,The appliance in the kitchen is a refrigerator.,The appliance in the kitchen is a refrigerator.,False,False,0,0,0,0,0,0,0.0,0
16661127,Is the door tan or is it maroon?,maroon,The door is maroon.,Maroon,True,True,0,5,1,0,4,1,0.28200000000000003,0
10742293,On which side of the picture is the boat?,right,The boat is on the right side of the picture.,Right,True,True,0,5,2,0,3,1,0.214,0
14202781,What is the piece of clothing that is black called?,jacket,The piece of clothing that is black is called a jacket.,The piece of clothing that is black is called a jacket.,True,True,0,5,4,0,1,0,0.078,0
1886024,Do you see any grass there that is brown?,yes,"No, I do not see any grass that is brown in the image.",Yes,False,True,1,5,1,0,4,1,0.28200000000000003,0
181000995,What item of furniture is to the right of the fruit?,chair,The item of furniture to the right of the fruit is a chair.,The item of furniture to the right of the fruit is a chair.,True,True,0,5,4,0,1,0,0.078,0
06840268,Who is riding the elephant?,guy,The three people in the image are riding the elephant.,The three people in the image are riding the elephant.,False,False,0,5,4,0,1,0,0.078,0
041025251,Who is wearing a hat?,woman,The person walking with the golf club is wearing a hat.,The woman is wearing a hat.,False,True,1,5,2,0,3,1,0.214,0
1167999,Which place is it?,river,"The image appears to be taken from a waterfront area in a city, possibly in the United States, but the exact location cannot be determined from the image alone.",Riverfront Cityscape,False,True,1,5,1,0,4,1,0.28200000000000003,0
16350496,What clothing item is long sleeved?,jacket,The long-sleeved clothing item in the image is the suit jacket.,The long-sleeved clothing item in the image is the suit jacket.,True,True,0,5,4,0,1,0,0.078,0
18484260,Is there either a triangular pizza or sandwich in this photo?,no,"No, there is neither a triangular pizza nor a sandwich in this photo.",No,True,True,0,10,6,1,3,1,0.172,0
00706944,Where is the man walking?,sidewalk,"The man appears to be walking on the sidewalk in front of the house, possibly preparing to leave or having just arrived.","The man is walking on the sidewalk between two parked cars, closer to the gray building.",True,True,0,5,1,1,3,1,0.334,0
16535089,Does the motorbike on the road look black?,no,"No, the motorbike on the road does not look black.",No,True,True,0,5,2,0,3,1,0.214,0
14389529,Are there either curtains or towels that are white?,yes,"Yes, there is a white towel in the image.","Yes, there are towels that are white.",True,True,0,5,3,0,2,1,0.146,0
13726900,Are there either cabinets or towels in this scene?,yes,"No, there are neither cabinets nor towels in this scene.","No, there are neither cabinets nor towels in this scene.",False,False,0,5,4,0,1,0,0.078,0
19992444,Are there any clocks to the right of the jar that is to the right of the box?,yes,"Yes, there is a clock to the right of the jar that is to the right of the box.","Yes, there is a clock to the right of the jar that is to the right of the box.",True,True,0,5,5,0,0,0,0.009999999999999998,0
11908666,What color is the towel on the right side of the photo?,brown,"The towel on the right side of the photo is dark in color, likely black or dark gray.","The towel on the right side of the photo is dark in color, likely black or dark gray.",False,False,0,5,4,0,1,0,0.07799999999999999,0
10123004,"In which part is the flag, the top or the bottom?",top,The flag is in the top part of the image.,Top,True,True,0,5,2,0,3,1,0.214,0
14144547,What kind of vehicle is it?,car,The vehicle is a police motorcycle.,Motorcycle,False,False,0,5,2,2,1,1,0.318,0
04869171,In which part is the small shelf?,left,The small shelf is likely one of the smaller sections or individual shelves within the larger bookshelf structure in the background.,The small shelf is to the left of the nose.,False,True,1,5,3,0,2,1,0.146,0
09623056,What kind of furniture is red?,table,The red furniture in the image is the table.,The table is red.,True,True,0,5,3,0,2,1,0.146,0
19501031,Are there both a door and window in the image?,no,"Yes, there are both a door and a window in the image.",No,False,True,1,5,1,0,4,1,0.28200000000000003,0
17746156,What color is the shirt that the boy is in?,white,The shirt that the boy is in is white.,The shirt that the boy is in is white.,True,True,0,5,4,0,1,0,0.078,0
01385341,What does the man hold onto?,pole,The man holds onto the boom of the sail.,The man holds onto the boom of the sail.,False,False,0,5,2,2,1,1,0.318,0
11196211,What are the men to the left of the horse wearing?,cowboy hat,"The men to the left of the horse are wearing traditional long coats or robes, along with hats.",The men to the left of the horse are wearing traditional clothing.,False,False,0,5,3,2,0,1,0.25,0
15641002,Is there food to the right of the food that is lying on top of the plate?,yes,"Yes, there is food to the right of the food that is lying on top of the plate. The food to the right includes the butter and syrup containers.",Yes,True,True,0,5,3,1,1,1,0.198,0
10230544,Do you see both a door and a window?,yes,"Yes, I see both a door and a window.",Yes,True,True,0,5,3,0,2,1,0.146,0
11499909,Do you see both cars and umbrellas there?,yes,"Yes, I see both cars and umbrellas in the image.","Yes, I see both cars and umbrellas in the image.",True,True,0,5,4,0,1,0,0.078,0
03337468,Which kind of furniture is the statue on?,bookshelf,The statue is on the bookshelf.,Bookshelf,True,True,0,5,3,2,0,1,0.25,0
09569413,What animal is this fence behind of?,cat,The animal behind the fence is not visible in the image; only the fence itself is seen.,Cat,False,True,1,5,1,0,4,1,0.28200000000000003,0
13368717,Is the poster above the books?,yes,"Yes, the poster is above the books.",Yes,True,True,0,5,3,0,2,1,0.146,0
12565565,Are there boats in the image?,no,"No, there are no boats in the image.",No,True,True,0,5,1,0,4,1,0.28200000000000003,0
19695032,Which place is it?,lake,This appears to be a wildlife park or a zoo.,Zoo,False,False,0,5,0,2,3,1,0.454,0
13773559,Do you see cars or clocks there?,yes,"Yes, there is a clock in the image.",Clocks,True,False,0,5,3,0,2,1,0.146,0
10599873,How is the vehicle that is parked by the sidewalk called?,bus,The vehicle parked by the sidewalk is a bus.,Bus,True,True,0,5,2,1,2,1,0.266,0
07846642,Is the man on the right side or on the left of the photo?,right,The man is on the right side of the photo.,Right,True,True,0,5,3,0,2,1,0.146,0
11183569,What is the purse on?,bench,The purse is on the bench.,The purse is on the bench.,True,True,0,5,3,0,2,1,0.146,0
00612856,How large is the porcelain sink?,large,The image does not provide enough information to accurately determine the size of the porcelain sink.,The image does not provide enough information to accurately determine the size of the porcelain sink.,False,False,0,5,4,0,1,0,0.07799999999999999,0
11985230,What is on the table?,glass,"A cake, a glass of wine, and some other items are on the table.",Cake and wine.,True,False,0,5,3,1,1,1,0.198,0
11611800,What is the table in front of?,clock,The table is in front of the sofa.,The table is in front of the leather couch.,False,False,0,5,2,0,3,1,0.214,0
03983167,Do you see fences to the right of the vehicle on the right?,yes,"Yes, there is a fence to the right of the vehicle on the right.","Yes, there is a fence to the right of the vehicle on the right.",True,True,0,5,4,0,1,0,0.078,0
17387034,What kind of sign is on the post?,street sign,"Based on the visual information available, the sign on the post appears to be a standard informational or directional sign, but the exact type cannot be determined due to the illegibility of the text.",The sign is a street sign.,False,False,0,5,0,0,5,1,0.35,0
15135493,What does the man read?,paper,"The man reads a newspaper titled ""El Mundo.""",The man reads a newspaper.,True,True,0,5,2,0,3,1,0.214,0
00296203,What is the woman carrying?,radio,The woman is not carrying anything; she is holding an object (possibly food) in her right hand while interacting with the elephant.,The woman is not carrying anything; she is holding an object (possibly food) in her right hand while interacting with the elephant.,False,False,0,5,4,1,0,0,0.13,0
03612777,Who is petting the horse?,man,The person in the image is petting the smaller horse.,The man is petting the horse.,False,True,1,5,2,0,3,1,0.214,0
