sample_id,claim_id,claim_text,claim_type,true_status,confidence
08651263,08651263_2,There is a clock mounted on the same pole as the street sign.,text_ocr,UNCERTAIN,0.5
08651263,08651263_3,"The street sign reads ""Ritchie St.""",text_ocr,UNCERTAIN,0.5
08651263,08651263_4,The pole is located on a sidewalk.,object_existence,SUPPORTED,0.9
11293734,11293734_0,There are two horses in the foreground.,attribute,UNCERTAIN,0.5
11293734,11293734_1,The jockeys are wearing helmets and racing silks.,action,SUPPORTED,0.9
11293734,11293734_2,"The number ""10"" is visible on the horse's saddle cloth.",object_existence,SUPPORTED,0.9
11293734,11293734_3,The background shows a racetrack with stands and trees.,attribute,UNCERTAIN,0.5
11293734,11293734_4,"The ball is located behind the horses, near the stands.",spatial,UNCERTAIN,0.5
06566426,06566426_0,The person is wearing sandals.,action,SUPPORTED,0.9
06566426,06566426_1,The dog is covered in mud.,attribute,UNCERTAIN,0.5
06566426,06566426_2,The person's leg is inside a blue container.,attribute,UNCERTAIN,0.5
06566426,06566426_3,The container has a textured surface.,text_ocr,UNCERTAIN,0.5
06566426,06566426_4,The dog is looking into the container.,action,SUPPORTED,0.9
161065162,161065162_0,The man on the far right is holding a pizza slice.,action,SUPPORTED,0.9
161065162,161065162_1,There is a bottle of beer on the table in front of the man on the far right.,spatial,UNCERTAIN,0.5
161065162,161065162_2,The man on the far right is wearing a dark t-shirt with a graphic design.,text_ocr,UNCERTAIN,0.5
161065162,161065162_3,"The man on the far right has short, spiky hair.",attribute,UNCERTAIN,0.5
161065162,161065162_4,The man on the far right is sitting at a table with other people.,action,SUPPORTED,0.9
0365933,0365933_0,The bowl is made of wood.,object_existence,SUPPORTED,0.9
0365933,0365933_1,There is broccoli in the bowl.,object_existence,SUPPORTED,0.9
0365933,0365933_2,There is cauliflower in the bowl.,object_existence,SUPPORTED,0.9
0365933,0365933_3,The background appears to be a wooden surface.,attribute,UNCERTAIN,0.5
0365933,0365933_4,The top part of the photo shows a dark brown color.,attribute,UNCERTAIN,0.5
18168885,18168885_0,The tennis player is holding a racket.,action,SUPPORTED,0.9
18168885,18168885_1,The tennis ball is in front of her.,spatial,UNCERTAIN,0.5
18168885,18168885_2,Her gaze is directed towards the ball.,object_existence,CONTRADICTED,0.9
18168885,18168885_3,She appears to be focused on the ball.,object_existence,CONTRADICTED,0.9
18168885,18168885_4,Her body posture suggests she is preparing to hit the ball.,object_existence,CONTRADICTED,0.9
10682334,10682334_0,There is a plate with food items on it.,object_existence,SUPPORTED,0.9
10682334,10682334_1,"The plate contains a bowl of tabbouleh, a bowl of hummus, and a selection of vegetables.",object_existence,SUPPORTED,0.9
10682334,10682334_2,"The vegetables include cucumber slices, tomato slices, and celery sticks.",object_existence,SUPPORTED,0.9
10682334,10682334_3,The tomato slices are located to the right of the cucumber slices.,spatial,SUPPORTED,0.9
10682334,10682334_4,The cucumber slices are located to the right of the hummus bowl.,spatial,SUPPORTED,0.9
06564130,06564130_0,The person is holding a device to their ear.,action,SUPPORTED,0.9
06564130,06564130_1,The device has a metallic finish.,attribute,UNCERTAIN,0.5
06564130,06564130_2,The device appears to be a flip phone.,object_existence,CONTRADICTED,0.9
06564130,06564130_3,The person's hand is gripping the device firmly.,object_existence,SUPPORTED,0.9
06564130,06564130_4,The device has a screen and buttons visible.,object_existence,CONTRADICTED,0.9
12252824,12252824_0,The train to the left of the woman is yellow.,spatial,SUPPORTED,0.9
12252824,12252824_1,The train has blue lettering on its side.,text_ocr,UNCERTAIN,0.5
12252824,12252824_2,The platform is made of concrete.,object_existence,SUPPORTED,0.9
12252824,12252824_3,There are people waiting on the platform.,object_existence,SUPPORTED,0.9
12252824,12252824_4,The roof structure is made of metal and glass.,attribute,UNCERTAIN,0.5
0829456,0829456_0,The cyclist is wearing a white and red cycling jersey.,action,SUPPORTED,0.9
0829456,0829456_1,There are motorcycles parked along the side of the road.,object_existence,SUPPORTED,0.9
0829456,0829456_2,The street has yellow double lines indicating no passing.,attribute,UNCERTAIN,0.5
0829456,0829456_3,There are buildings in the background with multiple windows.,attribute,UNCERTAIN,0.5
0829456,0829456_4,The cyclist is riding on a paved road with lane markings.,action,SUPPORTED,0.9
18602180,18602180_0,The sky has a mix of white and gray clouds.,attribute,UNCERTAIN,0.5
18602180,18602180_1,The clouds appear fluffy and puffy.,object_existence,SUPPORTED,0.9
18602180,18602180_2,There are no dark or heavy-looking clouds.,action,SUPPORTED,0.9
18602180,18602180_3,The sun is partially visible through the clouds.,object_existence,CONTRADICTED,0.9
18602180,18602180_4,The overall lighting suggests it's daytime with scattered cloud cover.,attribute,UNCERTAIN,0.5
08337624,08337624_0,The man on the left is holding a surfboard.,action,SUPPORTED,0.9
08337624,08337624_1,The man on the right is further away from the camera.,object_existence,SUPPORTED,0.9
08337624,08337624_2,The man on the left is closer to the foreground.,attribute,UNCERTAIN,0.5
08337624,08337624_3,The man on the right is closer to the ocean.,object_existence,SUPPORTED,0.9
08337624,08337624_4,The man on the left is wearing a wetsuit.,action,SUPPORTED,0.9
03318431,03318431_0,The bleachers are made of wood.,object_existence,SUPPORTED,0.9
03318431,03318431_1,The bleachers have metal railings.,attribute,UNCERTAIN,0.5
03318431,03318431_2,"The bleachers are weathered, indicating they are outdoors.",attribute,UNCERTAIN,0.5
03318431,03318431_3,The bleachers have a natural wood color.,object_existence,SUPPORTED,0.9
03318431,03318431_4,"The bleachers have a simple, utilitarian design typical of outdoor seating.",text_ocr,UNCERTAIN,0.5
09432410,09432410_0,The animal has a white body with black stripes.,attribute,UNCERTAIN,0.5
09432410,09432410_1,The animal has a tail with black and gray stripes.,attribute,UNCERTAIN,0.5
09432410,09432410_2,The animal is lying on a chair.,object_existence,SUPPORTED,0.9
09432410,09432410_3,The animal has pink ears.,attribute,UNCERTAIN,0.5
09432410,09432410_4,The animal is resting on a book.,object_existence,SUPPORTED,0.9
19104279,19104279_0,The girl is holding a tennis racket.,action,SUPPORTED,0.9
19104279,19104279_1,There is a tennis ball in the air near her.,spatial,UNCERTAIN,0.5
19104279,19104279_2,She is wearing a white tennis outfit.,action,SUPPORTED,0.9
19104279,19104279_3,The setting appears to be a tennis court.,object_existence,CONTRADICTED,0.9
19104279,19104279_4,The girl is actively engaged in a tennis activity.,object_existence,SUPPORTED,0.9
096049,096049_0,The man is holding a tennis racket.,action,SUPPORTED,0.9
096049,096049_1,The woman is also holding a tennis racket.,action,SUPPORTED,0.9
096049,096049_2,The man is wearing a black and white jacket.,action,SUPPORTED,0.9
096049,096049_3,The woman has brown hair.,attribute,UNCERTAIN,0.5
096049,096049_4,The man is standing to the left of the woman.,spatial,SUPPORTED,0.9
03493955,03493955_0,"The train is moving quickly, as indicated by the motion blur.",object_existence,SUPPORTED,0.9
03493955,03493955_1,"The train has the letter ""F"" displayed on its front.",text_ocr,UNCERTAIN,0.5
03493955,03493955_2,There is a yellow safety line on the platform.,attribute,UNCERTAIN,0.5
03493955,03493955_3,People are standing on the right side of the platform.,action,SUPPORTED,0.9
03493955,03493955_4,The train is on the left side of the image.,object_existence,SUPPORTED,0.9
03437169,03437169_0,The doughnuts are arranged in rows.,object_existence,SUPPORTED,0.9
03437169,03437169_1,There are nuts visible on top of some of the doughnuts.,spatial,UNCERTAIN,0.5
03437169,03437169_2,The nuts appear to be sprinkled on the doughnuts.,object_existence,SUPPORTED,0.9
03437169,03437169_3,The doughnuts with nuts are located towards the front of the display.,object_existence,SUPPORTED,0.9
03437169,03437169_4,The nuts are brown in color and have a granular texture.,text_ocr,UNCERTAIN,0.5
06981173,06981173_0,"The image shows a bathroom with a bathtub, sink, toilet, and shower.",object_existence,CONTRADICTED,0.9
06981173,06981173_1,There is a mirror above the sink.,spatial,SUPPORTED,0.9
06981173,06981173_2,The walls are painted blue.,attribute,UNCERTAIN,0.5
06981173,06981173_3,The room has a glass display case around it.,attribute,UNCERTAIN,0.5
06981173,06981173_4,There is a faucet on the sink.,object_existence,CONTRADICTED,0.9
10763404,10763404_0,The stove is white with four burners.,attribute,SUPPORTED,0.9
10763404,10763404_1,There is a red kettle on the stove.,attribute,UNCERTAIN,0.5
10763404,10763404_2,A spice rack is mounted on the wall above the stove.,spatial,UNCERTAIN,0.5
10763404,10763404_3,A whisk and other utensils are in a container to the right of the stove.,spatial,SUPPORTED,0.9
10763404,10763404_4,The container holding the utensils is placed on the counter to the right of the stove.,spatial,SUPPORTED,0.9
19225232,19225232_0,The person is wearing a black shirt.,action,SUPPORTED,0.9
19225232,19225232_1,There are various kitchen utensils hanging on the wall.,object_existence,SUPPORTED,0.9
19225232,19225232_2,The kitchen counter has several items including a bowl and a cutting board.,object_existence,SUPPORTED,0.9
19225232,19225232_3,"The refrigerator has a sign that says ""DOMAIN"".",text_ocr,UNCERTAIN,0.5
19225232,19225232_4,The person is holding a green object in their hands.,action,SUPPORTED,0.9
05686508,05686508_0,There is a red car in the foreground.,attribute,UNCERTAIN,0.5
05686508,05686508_1,There is another car behind the red car.,spatial,UNCERTAIN,0.5
05686508,05686508_2,The car behind the red car appears to be silver.,spatial,UNCERTAIN,0.5
05686508,05686508_3,The cars are parked side by side.,object_existence,SUPPORTED,0.9
05686508,05686508_4,The red car is closer to the camera than the silver car.,attribute,UNCERTAIN,0.5
08709099,08709099_0,The man is paddleboarding.,object_existence,SUPPORTED,0.9
08709099,08709099_1,The man is wearing a red cap.,action,SUPPORTED,0.9
08709099,08709099_2,The man is shirtless.,object_existence,SUPPORTED,0.9
08709099,08709099_3,The man is wearing blue shorts.,action,SUPPORTED,0.9
08709099,08709099_4,There is a person in a kayak in the background.,attribute,UNCERTAIN,0.5
08709099,08709099_5,The man is standing on a paddleboard.,action,SUPPORTED,0.9
08709099,08709099_6,The man is holding a paddle.,action,SUPPORTED,0.9
08709099,08709099_7,The water appears calm.,object_existence,SUPPORTED,0.9
08709099,08709099_8,The man is not wearing a jacket.,action,SUPPORTED,0.9
08709099,08709099_9,The kayak is to the right of the paddleboarder.,spatial,UNCERTAIN,0.5
091039290,091039290_0,The blue truck is positioned in the foreground.,attribute,UNCERTAIN,0.5
091039290,091039290_1,There are people standing behind the blue truck.,spatial,UNCERTAIN,0.5
091039290,091039290_2,The people are located to the right of the blue truck.,spatial,UNCERTAIN,0.5
091039290,091039290_3,The blue truck is facing towards the right side of the image.,attribute,UNCERTAIN,0.5
091039290,091039290_4,The building with illuminated windows is to the left of the blue truck.,spatial,CONTRADICTED,0.9
03581765,03581765_0,There are multiple scooters parked in a row.,object_existence,CONTRADICTED,0.9
03581765,03581765_1,The scooters have visible license plates.,object_existence,SUPPORTED,0.9
03581765,03581765_2,The scooters are of similar size and design.,text_ocr,UNCERTAIN,0.5
03581765,03581765_3,The background features a castle-like structure with towers.,attribute,UNCERTAIN,0.5
03581765,03581765_4,The sky is clear and blue.,attribute,UNCERTAIN,0.5
03322739,03322739_0,The man is wearing a white shirt.,action,SUPPORTED,0.9
03322739,03322739_1,The man is holding a tennis racket.,action,SUPPORTED,0.9
03322739,03322739_2,There is a green wall with advertisements behind the man.,spatial,SUPPORTED,0.9
03322739,03322739_3,A spectator is partially visible on the left side of the image.,object_existence,SUPPORTED,0.9
03322739,03322739_4,The man is positioned in front of the spectator.,spatial,UNCERTAIN,0.5
10259915,10259915_0,The sidewalk appears wet.,object_existence,SUPPORTED,0.9
10259915,10259915_1,There is water covering part of the sidewalk.,object_existence,SUPPORTED,0.9
10259915,10259915_2,The color of the sidewalk is not clearly distinguishable due to the water.,object_existence,SUPPORTED,0.9
10259915,10259915_3,The water reflects the surrounding environment.,attribute,UNCERTAIN,0.5
10259915,10259915_4,The overall scene suggests recent rainfall.,object_existence,CONTRADICTED,0.9
0682915,0682915_0,The zebra's nose appears dark.,object_existence,SUPPORTED,0.9
0682915,0682915_1,The zebra's nose is positioned near its mouth.,spatial,UNCERTAIN,0.5
0682915,0682915_2,The zebra's nose is not visibly round.,attribute,UNCERTAIN,0.5
0682915,0682915_3,The zebra's nose is not visibly small.,attribute,UNCERTAIN,0.5
0682915,0682915_4,The zebra's nose is elongated and narrow.,object_existence,SUPPORTED,0.9
13515619,13515619_0,There is a red leather couch to the left of the rug.,spatial,UNCERTAIN,0.5
13515619,13515619_1,The rug has a patterned design.,text_ocr,UNCERTAIN,0.5
13515619,13515619_2,A television is placed on a stand to the left of the rug.,spatial,SUPPORTED,0.9
13515619,13515619_3,A red ottoman is positioned in front of the couch.,spatial,UNCERTAIN,0.5
13515619,13515619_4,The room has a wooden floor.,attribute,UNCERTAIN,0.5
17560215,17560215_0,The train has a yellow front with a Union Jack flag.,attribute,UNCERTAIN,0.5
17560215,17560215_1,There are people standing on the platform.,action,SUPPORTED,0.9
17560215,17560215_2,The person wearing a red cap is standing on the platform.,action,SUPPORTED,0.9
17560215,17560215_3,The person wearing a red cap appears to have their feet on the ground.,action,SUPPORTED,0.9
17560215,17560215_4,The person wearing a red cap is wearing shoes.,action,SUPPORTED,0.9
1972311,1972311_0,The animals have woolly coats.,object_existence,CONTRADICTED,0.9
1972311,1972311_1,There are three animals in the image.,object_existence,CONTRADICTED,0.9
1972311,1972311_2,Two of the animals are smaller than the third.,attribute,UNCERTAIN,0.5
1972311,1972311_3,The smallest animal has a distinct head shape with a small face.,attribute,UNCERTAIN,0.5
1972311,1972311_4,The animals are grazing in a grassy field.,object_existence,CONTRADICTED,0.9
06146373,06146373_0,The toilet is located in the center of the image.,object_existence,SUPPORTED,0.9
06146373,06146373_1,There is a box of tissues on the wall behind the toilet.,spatial,UNCERTAIN,0.5
06146373,06146373_2,A cat is sitting on the toilet seat.,action,SUPPORTED,0.9
06146373,06146373_3,There is a trash bin to the right of the toilet.,spatial,UNCERTAIN,0.5
06146373,06146373_4,The food is not visible in the image.,object_existence,SUPPORTED,0.9
00930300,00930300_0,The person is wearing a red shirt.,action,SUPPORTED,0.9
00930300,00930300_1,The person is wearing black and white checkered shorts.,action,SUPPORTED,0.9
00930300,00930300_2,The shorts have a pattern with black and white squares.,attribute,UNCERTAIN,0.5
00930300,00930300_3,The person is skateboarding on a paved path.,object_existence,CONTRADICTED,0.9
00930300,00930300_4,There are orange cones on the ground near the skateboarder.,spatial,UNCERTAIN,0.5
12741575,12741575_0,There is a rainbow-colored umbrella in the foreground.,attribute,UNCERTAIN,0.5
12741575,12741575_1,"There are balloons with various colors, including pink and blue.",attribute,UNCERTAIN,0.5
12741575,12741575_2,The crowd consists of people wearing different clothing.,action,SUPPORTED,0.9
12741575,12741575_3,The background shows a building with windows.,attribute,UNCERTAIN,0.5
12741575,12741575_4,There are no salt shakers or batteries visible in the image.,object_existence,SUPPORTED,0.9
09730771,09730771_0,The man is seated.,object_existence,SUPPORTED,0.9
09730771,09730771_1,There is a horse in front of him.,spatial,UNCERTAIN,0.5
09730771,09730771_2,The man is wearing a hat.,action,SUPPORTED,0.9
09730771,09730771_3,The man is wearing a vest.,action,SUPPORTED,0.9
09730771,09730771_4,The horse is harnessed with a bridle.,object_existence,SUPPORTED,0.9
09730771,09730771_5,The background includes trees and a cloudy sky.,attribute,UNCERTAIN,0.5
04527826,04527826_0,The cooking pot has a metallic sheen.,attribute,UNCERTAIN,0.5
04527826,04527826_1,The chair appears to have a wooden texture.,text_ocr,UNCERTAIN,0.5
04527826,04527826_2,The cooking pot is placed on a stovetop.,object_existence,SUPPORTED,0.9
04527826,04527826_3,The chair is positioned near the window.,spatial,UNCERTAIN,0.5
04527826,04527826_4,"The cooking pot is black and white, while the chair is also black and white but with a different texture.",text_ocr,UNCERTAIN,0.5
11193931,11193931_0,The remote control has a black plastic casing.,attribute,UNCERTAIN,0.5
11193931,11193931_1,The floor appears to be made of wood with a polished finish.,object_existence,SUPPORTED,0.9
11193931,11193931_2,The remote control has buttons and a numeric keypad.,object_existence,SUPPORTED,0.9
11193931,11193931_3,The floor has a distinct grain pattern typical of wood.,object_existence,SUPPORTED,0.9
11193931,11193931_4,The remote control is resting on a black cushioned surface.,attribute,UNCERTAIN,0.5
06328865,06328865_0,The large yellow bear kite is in the center of the image.,attribute,UNCERTAIN,0.5
06328865,06328865_1,There are several kites flying in the sky.,action,SUPPORTED,0.9
06328865,06328865_2,The ground is visible with people and vehicles.,attribute,UNCERTAIN,0.5
06328865,06328865_3,A green car is present among the vehicles on the ground.,attribute,UNCERTAIN,0.5
06328865,06328865_4,The green car is located towards the lower part of the image.,attribute,UNCERTAIN,0.5
05410113,05410113_0,The television is on the left side of the image.,object_existence,SUPPORTED,0.9
05410113,05410113_1,The television is placed on a counter.,object_existence,SUPPORTED,0.9
05410113,05410113_2,There are various items on the counter to the right of the television.,spatial,SUPPORTED,0.9
05410113,05410113_3,The person's back is facing the television.,object_existence,CONTRADICTED,0.9
05410113,05410113_4,The kitchen cabinets are to the right of the television.,spatial,UNCERTAIN,0.5
00650121,00650121_0,There is a cat on the chair on the right side of the picture.,object_existence,SUPPORTED,0.9
00650121,00650121_1,The cat is white with black markings.,attribute,UNCERTAIN,0.5
00650121,00650121_2,The chair is brown.,attribute,SUPPORTED,0.9
00650121,00650121_3,The cat is partially obscured by the chair.,attribute,UNCERTAIN,0.5
00650121,00650121_4,The cat appears to be looking towards the television.,action,SUPPORTED,0.9
17949859,17949859_0,The plate is green.,attribute,CONTRADICTED,0.9
17949859,17949859_1,There is a carrot on the plate.,object_existence,SUPPORTED,0.9
17949859,17949859_2,There is lettuce on the plate.,object_existence,SUPPORTED,0.9
17949859,17949859_3,The lettuce is to the right of the carrot.,spatial,SUPPORTED,0.9
17949859,17949859_4,The carrot is in the center of the plate.,object_existence,SUPPORTED,0.9
14669854,14669854_0,There is a television on a stand.,object_existence,SUPPORTED,0.9
14669854,14669854_1,A person is lying on the floor.,object_existence,CONTRADICTED,0.9
14669854,14669854_2,A dog is standing near the person.,spatial,UNCERTAIN,0.5
14669854,14669854_3,The room has wooden flooring.,attribute,UNCERTAIN,0.5
14669854,14669854_4,There are DVDs or books on the stand under the television.,spatial,SUPPORTED,0.9
14669854,14669854_5,The television screen shows a cartoon.,object_existence,CONTRADICTED,0.9
14669854,14669854_6,The person appears to be wearing dark clothing.,action,SUPPORTED,0.9
14669854,14669854_7,The dog is light brown with a darker back.,attribute,UNCERTAIN,0.5
14669854,14669854_8,The room has a stone wall section.,object_existence,CONTRADICTED,0.9
14669854,14669854_9,The television is turned on.,object_existence,SUPPORTED,0.9
05863853,05863853_0,The man in front of the end table has his feet planted firmly on the floor.,spatial,SUPPORTED,0.9
05863853,05863853_1,His body posture suggests he is upright and not leaning.,object_existence,SUPPORTED,0.9
05863853,05863853_2,There is no visible support from furniture that would indicate he is sitting.,action,SUPPORTED,0.9
05863853,05863853_3,"His arms are extended forward, which is typical for standing.",action,SUPPORTED,0.9
05863853,05863853_4,The position of his legs and feet does not suggest any movement towards a seated position.,object_existence,SUPPORTED,0.9
133485,133485_0,The young child is wearing a pink shirt.,action,SUPPORTED,0.9
133485,133485_1,There are trays of food in front of the children.,spatial,UNCERTAIN,0.5
133485,133485_2,The children are eating from the trays.,action,SUPPORTED,0.9
133485,133485_3,The background shows kitchen equipment and people.,attribute,UNCERTAIN,0.5
133485,133485_4,There are no chairs visible to the right of the young child.,spatial,CONTRADICTED,0.9
19954280,19954280_0,The plate contains broccoli.,object_existence,SUPPORTED,0.9
19954280,19954280_1,There are cherry tomatoes on the plate.,object_existence,SUPPORTED,0.9
19954280,19954280_2,There are carrot sticks on the plate.,object_existence,SUPPORTED,0.9
19954280,19954280_3,Celery sticks are present on the plate.,object_existence,SUPPORTED,0.9
19954280,19954280_4,The plate has a decorative design with floral patterns.,text_ocr,UNCERTAIN,0.5
08894679,08894679_0,There is a television screen displaying two people.,action,SUPPORTED,0.9
08894679,08894679_1,The television is placed on a stand.,object_existence,SUPPORTED,0.9
08894679,08894679_2,"To the left of the mat, there appears to be a box with a patterned design.",spatial,UNCERTAIN,0.5
08894679,08894679_3,The box is positioned close to the television.,object_existence,SUPPORTED,0.9
08894679,08894679_4,The box has a rectangular shape.,object_existence,SUPPORTED,0.9
18229012,18229012_0,There is a lamp on the white table.,attribute,UNCERTAIN,0.5
18229012,18229012_1,The lamp has a white shade.,attribute,UNCERTAIN,0.5
18229012,18229012_2,The lamp is positioned near the windows.,spatial,UNCERTAIN,0.5
18229012,18229012_3,The table is round.,attribute,UNCERTAIN,0.5
18229012,18229012_4,The table is placed in front of the windows.,spatial,UNCERTAIN,0.5
17459063,17459063_0,"The aircraft has the logo ""Air Transat"" on its body.",object_existence,CONTRADICTED,0.9
17459063,17459063_1,The tail features a blue star design.,text_ocr,UNCERTAIN,0.5
17459063,17459063_2,The plane is on a runway with visible grass and trees in the background.,attribute,UNCERTAIN,0.5
17459063,17459063_3,"The sky appears overcast, suggesting cloudy weather.",object_existence,CONTRADICTED,0.9
17459063,17459063_4,"The landing gear is deployed, indicating the plane is either taking off or landing.",object_existence,CONTRADICTED,0.9
03212804,03212804_0,The person is wearing swim trunks.,action,SUPPORTED,0.9
03212804,03212804_1,The swim trunks have a pattern with red and black colors.,attribute,UNCERTAIN,0.5
03212804,03212804_2,The person's upper body is exposed.,object_existence,SUPPORTED,0.9
03212804,03212804_3,The person is holding onto a surfboard.,action,SUPPORTED,0.9
03212804,03212804_4,The person has wet hair.,object_existence,SUPPORTED,0.9
13136918,13136918_0,The sky appears to be a uniform blue color.,attribute,UNCERTAIN,0.5
13136918,13136918_1,There are no visible clouds in the sky.,object_existence,SUPPORTED,0.9
13136918,13136918_2,The lighting suggests it is daytime.,object_existence,CONTRADICTED,0.9
13136918,13136918_3,The horizon line is clear without any signs of overcast conditions.,text_ocr,UNCERTAIN,0.5
13136918,13136918_4,The overall appearance of the sky does not show any signs of cloud cover.,text_ocr,UNCERTAIN,0.5
17853007,17853007_0,The horse in the image is gray.,attribute,SUPPORTED,0.9
17853007,17853007_1,The rider is wearing a red shirt.,action,SUPPORTED,0.9
17853007,17853007_2,There are jumping obstacles in the arena.,action,SUPPORTED,0.9
17853007,17853007_3,The arena has wooden walls and a roof.,attribute,UNCERTAIN,0.5
17853007,17853007_4,The ground is covered with sand.,attribute,UNCERTAIN,0.5
09928108,09928108_0,The umpire is wearing a blue shirt.,action,SUPPORTED,0.9
09928108,09928108_1,The umpire is positioned behind the catcher.,spatial,UNCERTAIN,0.5
